Ethyl_acetate(Ca0),NaOH(Cb0),Temperature(T(°C)),Time_of_reaction(min),Conversion(X_A)
0.095,0.065,51.49000000000001,26.184666666666665,0.68
0.075,0.079,53.110000000000014,6.559833333333333,0.9536
0.065,0.083,24.04000000000002,13.382,0.9764
0.048,0.075,52.77000000000004,6.675333333333333,0.9974
0.094,0.096,37.54000000000002,29.3835,0.9864
0.088,0.012,39.72000000000003,25.424333333333333,0.14
0.014,0.028,43.78000000000003,26.313666666666666,0.9997
0.012,0.011,54.27000000000004,28.449166666666667,0.8624
0.044,0.068,22.52000000000004,7.127666666666667,0.9113
0.083,0.091,38.54000000000002,14.639999999999999,0.9862
0.099,0.032,45.920000000000016,6.775833333333334,0.32
0.024,0.093,47.14000000000004,10.269833333333334,1.0
0.063,0.015,46.09000000000003,10.734166666666665,0.24
0.044,0.094,26.560000000000002,16.727666666666668,0.9999
0.097,0.042,32.33000000000004,11.714,0.43
0.086,0.019,34.410000000000025,7.524500000000001,0.2199
0.085,0.054,50.01000000000005,9.187333333333333,0.6398
0.052,0.033,31.610000000000014,8.681833333333334,0.6002
0.047,0.036,29.220000000000027,29.326999999999998,0.7655
0.035,0.038,55.360000000000014,23.982333333333333,0.9905
0.015,0.082,22.160000000000025,29.194000000000003,1.0
0.088,0.059,56.77000000000004,15.993500000000001,0.67
0.083,0.038,45.54000000000002,11.959166666666667,0.46
0.1,0.065,50.85000000000002,24.957333333333334,0.65
0.1,0.074,32.160000000000025,13.156333333333333,0.7378
0.06,0.035,22.350000000000023,12.484666666666667,0.5644
0.079,0.047,47.68000000000001,10.812666666666667,0.5899
0.095,0.021,51.05000000000001,8.241999999999999,0.22
0.086,0.026,47.77000000000004,11.4115,0.3
0.032,0.071,26.850000000000023,13.883000000000001,0.9982
0.051,0.026,48.22000000000003,21.849833333333333,0.51
0.022,0.057,48.76000000000005,6.564166666666667,0.9975
0.096,0.074,44.900000000000034,10.262666666666666,0.7684
0.065,0.02,48.660000000000025,25.225666666666665,0.31
0.031,0.061,51.460000000000036,8.673,0.9995
0.07,0.033,43.33000000000004,13.566166666666668,0.47
0.066,0.097,24.950000000000045,26.6165,0.9999
0.042,0.054,38.920000000000016,8.873166666666666,0.9583
0.02,0.083,24.57000000000005,7.0685,0.9898
0.07,0.06,36.110000000000014,17.1135,0.8499
0.057,0.014,36.10000000000002,12.5605,0.2499
0.08,0.067,24.160000000000025,19.085166666666666,0.8257
0.057,0.096,34.06,25.095166666666668,1.0
0.087,0.064,25.730000000000018,8.428666666666667,0.7089
0.06,0.084,50.14000000000004,19.5175,1.0
0.06,0.09,55.02000000000004,17.637666666666668,1.0
0.089,0.031,24.379999999999995,8.602,0.3481
0.046,0.029,55.28000000000003,20.6,0.63
0.022,0.065,40.14000000000004,11.841000000000001,0.9999
0.013,0.047,32.33000000000004,17.195833333333333,0.9997
0.078,0.086,24.54000000000002,7.0568333333333335,0.8855
0.066,0.091,39.370000000000005,16.48966666666667,0.9998
0.073,0.042,49.660000000000025,12.661666666666667,0.58
0.029,0.031,46.60000000000002,25.5595,0.9706
0.022,0.08,23.610000000000014,6.4245,0.9773
0.011,0.035,24.400000000000034,15.465166666666667,0.9804
0.042,0.084,35.950000000000045,16.460833333333333,1.0
0.063,0.048,32.19,23.125166666666665,0.7581
0.045,0.07,29.980000000000018,19.357166666666668,0.999
0.049,0.019,31.689999999999998,21.680333333333333,0.3899
0.091,0.066,49.97000000000003,24.426166666666667,0.73
0.041,0.051,54.370000000000005,26.555,0.9999
0.056,0.063,36.03000000000003,12.846833333333333,0.9617
0.081,0.025,53.56,18.450499999999998,0.31
0.046,0.076,33.10000000000002,26.002666666666666,1.0
0.066,0.088,38.53000000000003,29.736333333333334,1.0
0.088,0.03,29.760000000000048,27.238,0.34
0.095,0.019,44.27000000000004,14.286666666666667,0.2
0.023,0.012,56.110000000000014,9.879166666666666,0.511
0.093,0.068,42.97000000000003,17.23483333333333,0.73
0.054,0.065,34.370000000000005,23.541,0.9954
0.033,0.059,44.52000000000004,17.314166666666665,1.0
0.051,0.031,26.150000000000034,17.0795,0.6027
0.098,0.045,52.950000000000045,25.95583333333333,0.46
0.054,0.064,39.460000000000036,14.035166666666667,0.9855
0.04,0.055,37.58000000000004,26.494833333333336,0.9996
0.067,0.099,42.360000000000014,15.170166666666667,1.0
0.032,0.022,43.72000000000003,13.205833333333334,0.6737
0.017,0.073,24.360000000000014,16.349666666666668,0.9999
0.022,0.046,45.74000000000001,24.06116666666667,1.0
0.022,0.049,30.32000000000005,8.15,0.9611
0.024,0.075,46.84000000000003,9.9105,1.0
0.022,0.072,50.64000000000004,28.786166666666666,1.0
0.068,0.099,49.99000000000001,9.387333333333334,0.9998
0.026,0.022,41.19,19.193166666666666,0.8086
0.041,0.019,40.06,19.482833333333335,0.4599
0.091,0.075,26.850000000000023,17.240666666666666,0.8123
0.053,0.062,48.99000000000001,21.118666666666666,0.9985
0.07,0.035,31.350000000000023,10.745666666666667,0.4978
0.026,0.017,39.23000000000002,18.8165,0.6372
0.027,0.018,31.80000000000001,14.304333333333334,0.6208
0.014,0.09,26.53000000000003,21.541666666666668,1.0
0.025,0.027,43.879999999999995,8.530666666666667,0.847
0.035,0.039,23.75,19.272,0.9101
0.026,0.03,48.05000000000001,9.631833333333333,0.9149
0.018,0.042,32.97000000000003,11.966000000000001,0.9878
0.021,0.016,21.850000000000023,10.467666666666666,0.5374
0.051,0.057,39.74000000000001,9.571,0.9427
0.029,0.016,23.49000000000001,25.642833333333332,0.5386
0.043,0.082,31.52000000000004,12.142666666666665,0.9989
0.055,0.031,46.59000000000003,28.178166666666666,0.56
0.072,0.059,24.04000000000002,29.24816666666667,0.8158
0.014,0.089,51.23000000000002,19.2815,1.0
0.082,0.069,21.980000000000018,8.575,0.7663
0.067,0.058,30.49000000000001,14.363666666666667,0.8399
0.017,0.039,47.78000000000003,24.94333333333333,1.0
0.089,0.04,32.920000000000016,14.184833333333334,0.45
0.093,0.07,25.420000000000016,7.1754999999999995,0.709
0.015,0.099,34.460000000000036,18.919666666666668,1.0
0.035,0.07,31.310000000000002,26.128,1.0
0.083,0.06,51.34000000000003,24.89816666666667,0.72
0.077,0.076,32.82000000000005,9.377999999999998,0.9012
0.027,0.052,49.460000000000036,21.819166666666668,1.0
0.029,0.015,53.07000000000005,10.512666666666666,0.5156
0.043,0.061,37.03000000000003,10.455166666666665,0.9842
0.054,0.096,53.700000000000045,26.85183333333333,1.0
0.066,0.026,35.06,11.241666666666667,0.3897
0.043,0.072,55.59000000000003,11.581166666666666,1.0
0.052,0.028,24.980000000000018,5.016333333333334,0.4486
0.077,0.058,45.900000000000034,26.766666666666666,0.75
0.013,0.019,39.129999999999995,24.814833333333336,0.9731
0.033,0.051,35.420000000000016,20.68316666666667,0.9986
0.074,0.078,43.99000000000001,23.756666666666668,0.9904
0.091,0.041,46.48000000000002,8.801166666666667,0.45
0.056,0.07,22.0,16.458166666666667,0.9699
0.058,0.082,27.689999999999998,13.7805,0.9918
0.02,0.093,46.81,7.344333333333334,1.0
0.05,0.031,45.170000000000016,17.153333333333332,0.6198
0.058,0.046,55.660000000000025,28.0185,0.79
0.032,0.024,48.49000000000001,6.001499999999999,0.6708
0.034,0.099,55.129999999999995,12.2865,1.0
0.044,0.093,46.44,10.1885,1.0
0.012,0.059,32.28000000000003,10.953666666666667,0.9991
0.039,0.086,25.54000000000002,27.710833333333333,1.0
0.029,0.057,49.210000000000036,16.701666666666668,1.0
0.039,0.066,44.400000000000034,16.657500000000002,1.0
0.021,0.018,23.54000000000002,24.014333333333333,0.7471
0.09,0.078,34.450000000000045,8.862333333333334,0.8378
0.063,0.021,55.34000000000003,17.18166666666667,0.33
0.071,0.084,39.360000000000014,15.749666666666666,0.995
0.081,0.08,37.0,19.922833333333333,0.9568
0.055,0.074,37.870000000000005,29.988999999999997,1.0
0.018,0.013,29.160000000000025,24.23616666666667,0.661
0.058,0.037,34.75,14.946666666666665,0.6374
0.063,0.034,34.79000000000002,25.68883333333333,0.54
0.077,0.042,23.680000000000007,9.267666666666665,0.5373
0.049,0.018,48.710000000000036,5.761666666666667,0.3666
0.021,0.094,36.43000000000001,10.111166666666666,1.0
0.036,0.06,50.629999999999995,13.510333333333334,0.9999
0.043,0.037,51.610000000000014,17.764499999999998,0.8524
0.068,0.046,29.27000000000004,20.37816666666667,0.6788
0.061,0.05,44.860000000000014,27.76516666666667,0.8197
0.042,0.064,38.379999999999995,17.746333333333332,0.9994
0.099,0.056,52.660000000000025,17.531833333333335,0.57
0.065,0.093,29.400000000000034,6.256,0.9575
0.031,0.055,45.57000000000005,5.872833333333333,0.9777
0.019,0.099,43.120000000000005,18.779,1.0
0.024,0.087,32.19,15.9545,1.0
0.032,0.029,26.629999999999995,25.979499999999998,0.8463
0.024,0.094,44.660000000000025,9.017,1.0
0.027,0.02,47.700000000000045,5.624333333333333,0.6297
0.036,0.084,32.900000000000034,16.226,1.0
0.026,0.044,44.420000000000016,10.937000000000001,0.9927
0.091,0.089,35.68000000000001,6.240333333333334,0.8843
0.017,0.088,46.81,23.115000000000002,1.0
0.057,0.083,28.82000000000005,7.789833333333333,0.9676
0.047,0.081,53.01000000000005,20.208000000000002,1.0
0.098,0.037,31.910000000000025,12.026166666666667,0.38
0.02,0.017,34.72000000000003,9.337333333333333,0.6528
0.046,0.046,23.879999999999995,14.493833333333333,0.8626
0.097,0.026,25.75,25.036166666666666,0.27
0.088,0.073,39.910000000000025,14.802333333333333,0.827
0.084,0.041,31.220000000000027,23.769166666666667,0.49
0.033,0.098,51.09000000000003,8.137166666666667,1.0
0.025,0.068,22.360000000000014,24.319333333333336,0.9999
0.07,0.084,35.120000000000005,10.923333333333334,0.9804
0.094,0.022,33.660000000000025,21.934833333333334,0.23
0.06,0.088,22.53000000000003,19.1445,0.9974
0.061,0.093,26.200000000000045,28.228666666666665,1.0
0.035,0.054,36.33000000000004,14.683,0.9949
0.079,0.065,39.10000000000002,6.654166666666667,0.7844
0.027,0.079,36.0,5.478833333333333,0.9911
0.039,0.026,40.43000000000001,25.671499999999998,0.6694
0.048,0.055,42.68000000000001,18.118333333333332,0.9887
0.056,0.046,22.200000000000045,24.381166666666665,0.8012
0.032,0.023,38.09000000000003,10.860666666666667,0.6717
0.02,0.043,55.57000000000005,13.627166666666666,1.0
0.065,0.016,40.02000000000004,5.752666666666667,0.2486
0.036,0.012,45.56,29.037333333333333,0.33
0.062,0.022,32.77000000000004,21.696666666666665,0.35
0.024,0.097,48.94,28.330166666666667,1.0
0.053,0.059,48.900000000000034,11.637333333333334,0.9764
0.058,0.097,40.10000000000002,20.28666666666667,1.0
0.015,0.049,56.01000000000005,21.9625,1.0
0.04,0.038,26.24000000000001,12.938666666666668,0.817
0.022,0.056,22.439999999999998,26.20266666666667,0.9998
0.016,0.05,48.81,28.679,1.0
0.099,0.02,50.10000000000002,27.121333333333332,0.2
0.039,0.068,26.060000000000002,23.476666666666667,0.9996
0.083,0.029,31.150000000000034,11.936666666666667,0.3499
0.033,0.066,22.460000000000036,12.040333333333333,0.9851
0.071,0.069,32.120000000000005,29.084,0.9471
0.078,0.024,48.910000000000025,5.2571666666666665,0.3098
0.064,0.016,39.98000000000002,22.901166666666665,0.25
0.052,0.08,34.03000000000003,22.656166666666664,1.0
0.047,0.051,34.860000000000014,20.567166666666665,0.9683
0.041,0.015,21.900000000000034,29.752666666666666,0.3697
0.094,0.1,32.34000000000003,12.797,0.9655
0.085,0.015,44.48000000000002,13.499333333333334,0.18
0.097,0.073,55.950000000000045,6.9735000000000005,0.7489
0.021,0.099,51.5,16.07,1.0
0.076,0.032,22.680000000000007,11.526166666666667,0.4174
0.094,0.023,53.30000000000001,13.584666666666667,0.24
0.026,0.021,49.26000000000005,25.86433333333333,0.8029
0.016,0.037,49.160000000000025,28.387166666666666,1.0
0.077,0.019,37.879999999999995,9.643333333333334,0.25
0.062,0.072,35.78000000000003,14.312666666666667,0.9817
0.086,0.016,32.450000000000045,28.215833333333332,0.19
0.023,0.056,24.150000000000034,6.545166666666666,0.9199
0.082,0.1,29.840000000000032,7.309,0.955
0.028,0.083,30.480000000000018,9.069833333333333,0.9985
0.025,0.065,38.79000000000002,19.880333333333333,1.0
0.025,0.038,48.01000000000005,8.761833333333334,0.9747
0.083,0.066,38.43000000000001,29.201833333333333,0.7999
0.07,0.057,23.870000000000005,16.167833333333334,0.7872
0.057,0.048,55.370000000000005,17.538,0.8389
0.042,0.022,54.85000000000002,11.166500000000001,0.5197
0.089,0.09,49.33000000000004,16.774,0.9779
0.045,0.05,56.55000000000001,21.547833333333333,0.9963
0.083,0.028,40.910000000000025,23.7795,0.34
0.05,0.043,55.55000000000001,23.846666666666668,0.8592
0.044,0.047,24.5,19.447333333333333,0.9229
0.052,0.084,34.650000000000034,27.608999999999998,1.0
0.037,0.076,29.74000000000001,25.435166666666664,1.0
0.077,0.079,28.700000000000045,23.926166666666667,0.9679
0.055,0.011,26.78000000000003,6.390166666666667,0.1917
0.031,0.047,43.629999999999995,5.172,0.926
0.091,0.053,49.200000000000045,10.311166666666667,0.58
0.045,0.012,42.09000000000003,21.588166666666666,0.27
0.059,0.033,26.99000000000001,15.28,0.5564
0.092,0.078,50.24000000000001,15.060166666666667,0.8493
0.066,0.022,44.110000000000014,27.11466666666667,0.33
0.021,0.058,35.44,27.389,1.0
0.095,0.029,45.44,27.729333333333333,0.31
0.066,0.011,30.950000000000045,12.847000000000001,0.17
0.04,0.032,33.93000000000001,22.276333333333334,0.7858
0.023,0.098,53.960000000000036,11.790833333333333,1.0
0.081,0.082,32.02000000000004,9.765166666666666,0.9162
0.066,0.096,38.30000000000001,9.615833333333335,0.9972
0.058,0.054,53.0,13.552666666666665,0.9121
0.09,0.02,46.620000000000005,15.749,0.22
0.081,0.059,24.03000000000003,25.773666666666667,0.7291
0.024,0.051,27.010000000000048,7.997333333333333,0.9441
0.038,0.086,22.120000000000005,23.37316666666667,1.0
0.032,0.019,43.93000000000001,18.286333333333335,0.5881
0.077,0.054,37.52000000000004,12.198666666666666,0.6977
0.013,0.024,26.55000000000001,17.3205,0.9334
0.061,0.039,55.379999999999995,12.4985,0.6399
0.079,0.076,40.39000000000004,19.901999999999997,0.9417
0.089,0.053,30.32000000000005,15.846166666666667,0.5997
0.041,0.044,39.370000000000005,9.110166666666666,0.8961
0.084,0.046,45.64000000000004,7.9145,0.5496
0.02,0.051,24.52000000000004,18.667333333333332,0.9977
0.086,0.081,31.460000000000036,27.560333333333332,0.9291
0.021,0.09,50.09000000000003,13.599,1.0
0.046,0.096,37.94,23.325,1.0
0.082,0.081,40.98000000000002,21.4665,0.9644
0.023,0.038,37.0,28.288833333333333,0.9995
0.031,0.072,23.390000000000043,25.5245,1.0
0.075,0.049,27.650000000000034,19.165166666666668,0.6491
0.075,0.033,37.44,21.425833333333333,0.44
0.068,0.086,29.170000000000016,27.459666666666667,0.9993
0.072,0.013,23.600000000000023,14.988,0.18
0.059,0.091,51.379999999999995,13.169833333333335,1.0
0.033,0.052,56.19,5.270333333333334,0.983
0.041,0.067,49.610000000000014,25.663833333333333,1.0
0.026,0.069,51.73000000000002,25.0245,1.0
0.092,0.091,30.32000000000005,7.6113333333333335,0.8899
0.063,0.067,55.47000000000003,19.421499999999998,0.993
0.046,0.065,28.74000000000001,16.5995,0.9917
0.052,0.016,55.150000000000034,7.967666666666667,0.31
0.095,0.057,56.670000000000016,29.514166666666664,0.6
0.024,0.024,46.76000000000005,10.367333333333333,0.8473
0.063,0.076,56.19,6.680833333333334,0.9879
0.056,0.056,41.78000000000003,19.871166666666667,0.9541
0.065,0.071,30.930000000000007,23.471666666666668,0.9821
0.012,0.014,37.14000000000004,5.811166666666667,0.5857
0.088,0.018,42.620000000000005,21.468,0.2
0.094,0.074,24.410000000000025,18.307333333333336,0.7847
0.061,0.016,43.629999999999995,7.581666666666666,0.2598
0.073,0.016,56.19,9.313166666666666,0.22
0.093,0.011,28.5,19.199333333333335,0.12
0.074,0.096,49.59000000000003,12.408999999999999,0.9997
0.024,0.076,53.629999999999995,28.457833333333333,1.0
0.062,0.042,54.879999999999995,25.4685,0.68
0.065,0.037,55.450000000000045,29.589166666666664,0.57
0.048,0.041,40.10000000000002,11.491833333333334,0.8128
0.076,0.08,56.06,29.243166666666664,0.9984
0.094,0.07,48.360000000000014,15.780833333333334,0.74
0.093,0.027,27.510000000000048,13.687999999999999,0.29
0.051,0.026,38.54000000000002,6.258666666666667,0.4906
0.02,0.019,46.99000000000001,6.319166666666666,0.7156
0.099,0.069,30.510000000000048,22.300333333333334,0.6999
0.086,0.079,44.27000000000004,16.448166666666665,0.912
0.021,0.034,45.18000000000001,10.663,0.9788
0.093,0.012,27.54000000000002,20.349333333333334,0.13
0.088,0.017,41.629999999999995,11.321499999999999,0.19
0.057,0.097,48.860000000000014,19.440833333333334,1.0
0.063,0.037,39.31,13.980166666666666,0.5895
0.046,0.079,22.27000000000004,25.588833333333334,0.9998
0.015,0.066,22.170000000000016,25.517333333333333,1.0
0.04,0.044,34.35000000000002,16.933833333333332,0.9467
0.082,0.029,54.27000000000004,13.7705,0.35
0.01,0.021,29.850000000000023,14.064,0.9107
0.04,0.065,44.05000000000001,25.142833333333332,1.0
0.046,0.08,29.620000000000005,13.2045,0.9979
0.058,0.068,33.110000000000014,10.2265,0.9526
0.093,0.058,51.53000000000003,7.117166666666666,0.6197
0.041,0.014,47.360000000000014,16.667333333333332,0.34
0.041,0.097,25.189999999999998,17.053333333333335,1.0
0.076,0.082,36.85000000000002,26.022666666666666,0.9932
0.051,0.036,22.870000000000005,10.531,0.649
0.03,0.098,38.68000000000001,14.524833333333333,1.0
0.051,0.064,45.04000000000002,25.210166666666666,0.9998
0.023,0.062,26.0,25.590666666666667,1.0
0.026,0.077,31.960000000000036,14.615333333333332,1.0
0.055,0.083,35.77000000000004,16.478166666666667,0.9997
0.048,0.069,54.03000000000003,12.582166666666666,0.9998
0.092,0.022,56.610000000000014,28.31383333333333,0.24
0.043,0.04,23.420000000000016,7.966166666666667,0.7253
0.062,0.094,48.49000000000001,28.343666666666664,1.0
0.067,0.03,34.860000000000014,22.096666666666668,0.45
0.011,0.043,35.59000000000003,18.28933333333333,0.9999
0.07,0.049,48.25,5.8165000000000004,0.6876
0.026,0.05,53.99000000000001,16.889833333333332,1.0
0.096,0.065,55.129999999999995,15.193666666666667,0.68
0.023,0.095,42.05000000000001,9.0305,1.0
0.047,0.032,34.35000000000002,21.410166666666665,0.6777
0.018,0.021,49.410000000000025,29.278833333333335,0.982
0.1,0.028,30.640000000000043,19.054666666666666,0.28
0.055,0.09,41.59000000000003,22.868833333333335,1.0
0.064,0.068,34.400000000000034,6.711333333333333,0.8866
0.016,0.036,44.83000000000004,15.441666666666666,0.9991
0.077,0.083,30.260000000000048,7.909000000000001,0.9158
0.029,0.088,28.560000000000002,20.319833333333335,1.0
0.091,0.086,53.99000000000001,28.462,0.9488
0.028,0.093,25.410000000000025,21.544500000000003,1.0
0.027,0.033,39.56,6.92,0.8511
0.013,0.078,29.58000000000004,13.866666666666667,1.0
0.052,0.051,23.210000000000036,18.766666666666666,0.8892
0.061,0.086,23.110000000000014,15.080166666666665,0.9905
0.016,0.076,27.980000000000018,25.841166666666666,1.0
0.08,0.08,52.19,25.366833333333332,0.982
0.051,0.069,31.74000000000001,20.295833333333334,0.9975
0.057,0.026,55.120000000000005,14.336500000000001,0.46
0.05,0.059,42.210000000000036,11.383333333333333,0.9752
0.046,0.099,37.129999999999995,7.646833333333333,0.9991
0.06,0.094,42.150000000000034,13.8725,1.0
0.024,0.014,39.93000000000001,15.329333333333333,0.563
0.026,0.025,48.410000000000025,21.895500000000002,0.909
0.088,0.022,31.74000000000001,21.454,0.25
0.095,0.075,34.210000000000036,6.752666666666667,0.7619
0.044,0.084,53.14000000000004,14.881499999999999,1.0
0.034,0.029,54.98000000000002,9.5445,0.812
0.068,0.056,53.09000000000003,8.920333333333334,0.8125
0.047,0.086,36.53000000000003,25.6825,1.0
0.012,0.076,49.160000000000025,6.047833333333333,0.9999
0.024,0.059,38.52000000000004,15.4795,0.9999
0.074,0.063,39.26000000000005,9.205166666666665,0.8237
0.069,0.056,29.010000000000048,26.983333333333334,0.8074
0.012,0.037,42.54000000000002,18.926,0.9999
0.03,0.061,28.360000000000014,10.784500000000001,0.988
0.031,0.072,33.450000000000045,17.56066666666667,1.0
0.07,0.089,51.78000000000003,23.287166666666668,1.0
0.012,0.067,29.100000000000023,28.953,1.0
0.019,0.079,24.340000000000032,10.511166666666666,0.9982
0.082,0.024,24.27000000000004,27.1545,0.29
0.026,0.052,54.78000000000003,28.357666666666667,1.0
0.069,0.011,39.59000000000003,27.910500000000003,0.16
0.031,0.032,36.18000000000001,20.88533333333333,0.9219
0.019,0.075,50.23000000000002,20.7455,1.0
0.032,0.099,51.10000000000002,15.080333333333334,1.0
0.075,0.019,33.48000000000002,23.81,0.25
0.087,0.046,46.129999999999995,18.282333333333334,0.53
0.085,0.082,48.84000000000003,21.936,0.9523
0.046,0.028,44.76000000000005,15.711500000000001,0.6093
0.07,0.06,27.160000000000025,23.287333333333333,0.8488
0.028,0.076,52.51000000000005,25.611833333333333,1.0
0.036,0.065,40.72000000000003,8.660833333333333,0.9952
0.091,0.027,31.74000000000001,25.82316666666667,0.3
0.011,0.042,36.73000000000002,18.507333333333335,0.9999
0.018,0.081,23.160000000000025,26.116666666666667,1.0
0.029,0.06,26.33000000000004,15.7825,0.9968
0.012,0.01,48.64000000000004,14.475999999999999,0.7114
0.026,0.078,21.850000000000023,27.8765,1.0
0.062,0.013,36.43000000000001,11.279166666666667,0.21
0.048,0.077,40.14000000000004,26.10533333333333,1.0
0.09,0.028,23.760000000000048,17.1005,0.31
0.084,0.096,55.910000000000025,17.852333333333334,0.9998
0.041,0.043,29.760000000000048,12.711666666666668,0.8842
0.033,0.039,32.5,19.326,0.959
0.044,0.023,32.49000000000001,13.130333333333335,0.5135
0.063,0.038,29.910000000000025,5.9816666666666665,0.5562
0.034,0.089,21.900000000000034,11.8,0.9978
0.066,0.1,47.379999999999995,5.1594999999999995,0.9939
0.047,0.043,55.69,29.458833333333335,0.9081
0.06,0.05,29.700000000000045,29.143666666666665,0.8258
0.049,0.075,45.06,14.878833333333334,0.9999
0.037,0.09,47.82000000000005,23.209333333333333,1.0
0.095,0.063,51.54000000000002,13.645166666666666,0.66
0.079,0.045,36.64000000000004,21.777333333333335,0.57
0.023,0.047,32.450000000000045,25.135833333333334,0.9998
0.088,0.073,33.24000000000001,28.668833333333335,0.8296
0.054,0.01,46.79000000000002,15.005333333333335,0.19
0.091,0.066,50.44,24.5825,0.73
0.082,0.042,28.210000000000036,11.648166666666667,0.5087
0.048,0.081,34.83000000000004,29.758333333333333,1.0
0.012,0.018,53.420000000000016,5.644166666666666,0.826
0.034,0.063,50.08000000000004,20.088166666666666,1.0
0.059,0.053,56.32000000000005,21.487666666666666,0.8982
0.067,0.068,48.25,22.201166666666666,0.9769
0.033,0.016,35.610000000000014,8.009666666666666,0.4456
0.023,0.062,42.52000000000004,28.463166666666666,1.0
0.085,0.061,44.99000000000001,9.5295,0.7182
0.099,0.06,24.600000000000023,20.568833333333334,0.6099
0.057,0.064,40.910000000000025,10.566833333333333,0.9618
0.025,0.071,46.68000000000001,12.680333333333333,1.0
0.035,0.082,27.710000000000036,18.6615,1.0
0.012,0.034,49.170000000000016,15.429833333333333,0.9998
0.092,0.084,42.28000000000003,9.005666666666666,0.8846
0.021,0.055,55.18000000000001,9.273333333333333,0.9999
0.062,0.017,23.33000000000004,15.453666666666667,0.2697
0.035,0.015,31.140000000000043,23.932000000000002,0.4294
0.06,0.04,42.900000000000034,27.449166666666667,0.67
0.069,0.081,32.23000000000002,7.103166666666667,0.9315
0.085,0.074,46.85000000000002,14.827666666666666,0.867
0.029,0.081,48.420000000000016,7.506166666666667,0.9999
0.011,0.057,25.439999999999998,5.414833333333333,0.9325
0.022,0.05,39.83000000000004,21.543,1.0
0.091,0.023,39.660000000000025,20.06116666666667,0.25
0.089,0.04,34.77000000000004,9.0755,0.4496
0.064,0.049,54.5,10.845333333333334,0.7683
0.064,0.018,50.81,5.592666666666667,0.2797
0.07,0.03,46.25,25.87366666666667,0.43
0.026,0.064,46.85000000000002,29.36733333333333,1.0
0.092,0.076,38.01000000000005,8.3865,0.8115
0.048,0.1,54.08000000000004,10.786833333333334,1.0
0.044,0.094,46.160000000000025,26.710166666666666,1.0
0.057,0.068,47.360000000000014,28.16166666666667,0.9998
0.014,0.048,52.01000000000005,15.490666666666668,1.0
0.025,0.067,31.439999999999998,6.2655,0.9775
0.076,0.081,50.10000000000002,5.984833333333333,0.9491
0.017,0.021,28.680000000000007,19.348666666666666,0.883
0.064,0.047,33.94,14.822333333333335,0.7244
0.032,0.086,33.60000000000002,5.716333333333334,0.9911
0.045,0.045,56.10000000000002,19.581333333333337,0.9643
0.036,0.061,51.83000000000004,5.2825,0.9872
0.042,0.063,46.39000000000004,24.68433333333333,1.0
0.075,0.027,47.30000000000001,12.660833333333333,0.36
0.037,0.043,41.52000000000004,6.0065,0.871
0.061,0.04,55.0,19.708833333333335,0.66
0.053,0.012,39.22000000000003,14.942166666666667,0.23
0.07,0.012,35.170000000000016,29.345000000000002,0.17
0.094,0.085,27.560000000000002,18.605,0.8846
0.076,0.035,49.370000000000005,11.881,0.46
0.029,0.057,47.56,22.736,1.0
0.013,0.037,35.30000000000001,11.787333333333333,0.9899
0.034,0.095,22.730000000000018,27.605999999999998,1.0
0.064,0.033,51.210000000000036,14.368,0.52
0.015,0.049,22.25,18.746666666666666,0.9975
0.055,0.089,46.48000000000002,6.264333333333334,0.9966
0.064,0.086,55.81,15.652999999999999,1.0
0.04,0.027,37.170000000000016,25.809166666666666,0.6788
0.079,0.082,30.07000000000005,25.141166666666667,0.9766
0.02,0.051,46.52000000000004,10.608,0.9996
0.017,0.053,50.450000000000045,10.652,1.0
0.076,0.022,40.98000000000002,25.432666666666666,0.29
0.055,0.017,55.700000000000045,28.259999999999998,0.31
0.072,0.076,23.660000000000025,7.384,0.8596
0.049,0.055,39.52000000000004,16.2515,0.975
0.032,0.049,47.0,13.436333333333332,0.9979
0.084,0.076,52.04000000000002,26.767166666666665,0.8998
0.082,0.079,28.120000000000005,7.088166666666667,0.8458
0.073,0.024,49.85000000000002,10.278166666666667,0.33
0.034,0.065,41.19,23.811666666666667,1.0
0.063,0.022,35.73000000000002,6.282333333333333,0.3451
0.042,0.078,26.460000000000036,17.313333333333333,0.9993
0.018,0.069,52.14000000000004,16.052666666666667,1.0
0.093,0.096,27.350000000000023,13.360000000000001,0.9446
0.022,0.016,32.69,14.864333333333333,0.6516
0.096,0.015,32.0,18.2485,0.16
0.05,0.035,52.35000000000002,9.034166666666666,0.6945
